,titles,prices,corpus,cosine_vals,ebay_url,image_url,price_diff,clean_url
59,Patagonia Women's Organic Cotton Quilt Crew Pullover Calcium Size SMALL,65.0,patagonia women' organ cotton quilt crew pullov calcium size small,0.16836842163679844,['https://www.ebay.com/itm/Patagonia-Womens-Organic-Cotton-Quilt-Crew-Pullover-Calcium-Size-SMALL-/164026599200'],['https://thumbs1.ebaystatic.com/m/mnHc8ZMkExDBwTpvQdnea6Q/140.jpg'],134.0,https://www.ebay.com/itm/Patagonia-Womens-Organic-Cotton-Quilt-Crew-Pullover-Calcium-Size-SMALL-/164026599200
57,WOMENS PATAGONIA LOS GATOS VEST SIZE MEDIUM KHAKI BEIGE EUC,49.99,women patagonia lo gato vest size medium khaki beig euc,0.16836842163679844,['https://www.ebay.com/itm/WOMENS-PATAGONIA-LOS-GATOS-VEST-SIZE-MEDIUM-KHAKI-BEIGE-EUC-/274216395189'],['https://thumbs2.ebaystatic.com/m/m2YkaOeiRAkCtS6_s2RATew/140.jpg'],149.01,https://www.ebay.com/itm/WOMENS-PATAGONIA-LOS-GATOS-VEST-SIZE-MEDIUM-KHAKI-BEIGE-EUC-/274216395189
13,Womens Patagonia Better Sweater 1/4 Quarter-Zip Pullover Cream Oatmeal Color,29.99,women patagonia better sweater 1/4 quarter-zip pullov cream oatmeal color,0.16836842163679844,['https://www.ebay.com/itm/Womens-Patagonia-Better-Sweater-1-4-Quarter-Zip-Pullover-Cream-Oatmeal-Color-/124052547737'],['https://thumbs2.ebaystatic.com/m/mg-6FwHLswecDqU10jWumvw/140.jpg'],169.01,https://www.ebay.com/itm/Womens-Patagonia-Better-Sweater-1-4-Quarter-Zip-Pullover-Cream-Oatmeal-Color-/124052547737
77,Patagonia Synchilla Snap T Fleece Pullover Aberdeen:Jeweled Berry Women's Medium,50.0,patagonia synchilla snap fleec pullov aberdeen:jewel berri women' medium,0.16836842163679844,['https://www.ebay.com/itm/Patagonia-Synchilla-Snap-T-Fleece-Pullover-Aberdeen-Jeweled-Berry-Womens-Medium-/274186208869'],['https://thumbs2.ebaystatic.com/m/m15lV_5ZSJquPcXszVUiyBw/140.jpg'],149.0,https://www.ebay.com/itm/Patagonia-Synchilla-Snap-T-Fleece-Pullover-Aberdeen-Jeweled-Berry-Womens-Medium-/274186208869
26,Women's PATAGONIA Los Gatos 1/4 Zip Fleece Pullover Sweater #25235 Hip Length,74.99,women' patagonia lo gato 1/4 zip fleec pullov sweater #25235 hip length,0.15973937686327605,['https://www.ebay.com/itm/Womens-PATAGONIA-Los-Gatos-1-4-Zip-Fleece-Pullover-Sweater-25235-Hip-Length-/323977885524?var=0'],['https://thumbs1.ebaystatic.com/pict/04040_0.jpg'],124.01,https://www.ebay.com/itm/Womens-PATAGONIA-Los-Gatos-1-4-Zip-Fleece-Pullover-Sweater-25235-Hip-Length-/323977885524?var=0
51,Patagonia Womens Better Sweater Full Zip  Size large color is classic navy,89.0,patagonia women better sweater full zip size larg color classic navi,0.15973937686327605,['https://www.ebay.com/itm/Patagonia-Womens-Better-Sweater-Full-Zip-Size-large-color-classic-navy-/274147152123'],['https://thumbs4.ebaystatic.com/m/mtuL-sJQ5FSwqczrqYNdNCA/140.jpg'],110.0,https://www.ebay.com/itm/Patagonia-Womens-Better-Sweater-Full-Zip-Size-large-color-classic-navy-/274147152123
75,"Patagonia Womens XL Micro D Snap-T Fleece Pullover, Gray, NWT $89 MSRP",65.99,"patagonia women xl micro snap-t fleec pullover, gray, nwt $89 msrp",0.15973937686327605,['https://www.ebay.com/itm/Patagonia-Womens-XL-Micro-D-Snap-T-Fleece-Pullover-Gray-NWT-89-MSRP-/333482448623'],['https://thumbs4.ebaystatic.com/m/mEzGBDfPdTyoRAIewCKL6vw/140.jpg'],133.01,https://www.ebay.com/itm/Patagonia-Womens-XL-Micro-D-Snap-T-Fleece-Pullover-Gray-NWT-89-MSRP-/333482448623
65,Patagonia Women's Better Sweater NEW 1/4 Zip-Size SMALL Tasmanian Teal 7076,67.49,patagonia women' better sweater new 1/4 zip-siz small tasmanian teal 7076,0.15973937686327605,['https://www.ebay.com/itm/Patagonia-Womens-Better-Sweater-NEW-1-4-Zip-Size-SMALL-Tasmanian-Teal-7076-/333483576140'],['https://thumbs1.ebaystatic.com/m/mTTMxA1F1o3EG0V82ocf_Vw/140.jpg'],131.51,https://www.ebay.com/itm/Patagonia-Womens-Better-Sweater-NEW-1-4-Zip-Size-SMALL-Tasmanian-Teal-7076-/333483576140
64,Women’s Patagonia Ahnya Wrap Sweater Cardigan Drape Medium Plum Organic Cotton,36.0,women’ patagonia ahnya wrap sweater cardigan drape medium plum organ cotton,0.15973937686327605,['https://www.ebay.com/itm/Women-s-Patagonia-Ahnya-Wrap-Sweater-Cardigan-Drape-Medium-Plum-Organic-Cotton-/114059322357'],['https://thumbs2.ebaystatic.com/m/mn9jYFn78SIFYkV-rFc088w/140.jpg'],163.0,https://www.ebay.com/itm/Women-s-Patagonia-Ahnya-Wrap-Sweater-Cardigan-Drape-Medium-Plum-Organic-Cotton-/114059322357
58,Women's PATAGONIA Los Gatos 1/4 Zip Fleece Pullover Sweater #25235 Hip Length,74.99,women' patagonia lo gato 1/4 zip fleec pullov sweater #25235 hip length,0.15973937686327605,['https://www.ebay.com/itm/Womens-PATAGONIA-Los-Gatos-1-4-Zip-Fleece-Pullover-Sweater-25235-Hip-Length-/323977885524?var=513020995585'],['https://thumbs1.ebaystatic.com/pict/323977885524404000000003_1.jpg'],124.01,https://www.ebay.com/itm/Womens-PATAGONIA-Los-Gatos-1-4-Zip-Fleece-Pullover-Sweater-25235-Hip-Length-/323977885524?var=513020995585
